矽藻土微晶霜	台灣萊雅股份有限公司/施洛朗		07 17 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規	03 23 2015 12:00AM	網路	Kiehl's(契爾氏)台灣官方網站	未違規結案	
韓國 Cloud9 九朵雲 煥采瞬白雪肌霜50ml	飛揚企業社/溫淑惠				廣告違規	12 10 2014 12:00AM	網路		輔導結案	
韓國 Skin Talk 小魔女蒸氣霜 100ml	飛揚企業社/溫淑惠		05  8 2015 12:00AM		廣告違規	12 10 2014 12:00AM	網路	奇摩超級商城	輔導結案	
苦茶油洗髮露-藍標	皂姬手工生活館/		04 13 2015 12:00AM		廣告違規	03 23 2015 12:00AM	網路	皂姬手工生活館	輔導結案	
薰衣草泡澡錠	卡蜜兒創意企業社/		07 28 2015 12:00AM	化粧品衛生管理條例第24條第2項	廣告違規	03 25 2015 12:00AM	網路	卡蜜兒創意企業社	未違規結案	
日本原裝進口北海道【Loshi】馬油保濕乳霜 220G	地壹創媒股份有限公司 /		07 14 2015 12:00AM	化粧品衛生管理條例第24條第2項	廣告違規	03 31 2015 12:00AM	網路	http://crazymike.tw/fw/site/index/item_id/29439/%E6%97%A5%E6%9C%AC%E5%8E%9F%E8%A3%9D%E9%80%B2%E5%8F%A3%E5%8C%97%E6%B5%B7%E9%81%93%E3%80%90Loshi%E3%80%91%E9%A6%AC%E6%B2%B9%E4%BF%9D%E6%BF%95%E4%B9%B3%E9%9C%9C220G?	未違規結案	
育髮洗髮精/潤髮乳	有機美學有限公司/劉謙郁		05 21 2015 12:00AM	化粧品衛生管理條例第24條第1項化粧品衛生管理條例第24條第2項	廣告違規	03 18 2015 12:00AM	網路	http://organicbeauty.com.tw	未違規結案	
蘋果幹細胞無齡精華晚霜	有機美學有限公司/劉謙郁		05 21 2015 12:00AM	化粧品衛生管理條例第24條第1項化粧品衛生管理條例第24條第2項	廣告違規	03 18 2015 12:00AM	網路	http://organicbeauty.com.tw	未違規結案	
生薑泡澡精油	鴛鴦桶店/		04 23 2015 12:00AM	化粧品衛生管理條例第24條第1項化粧品衛生管理條例第24條第2項	廣告內容宣稱誇大且未申請化粧品廣告字號	03 16 2015 12:00AM	網路	鴛鴦桶店	未違規結案	
經絡激活按摩霜	彩顏美肌元素有限公司/			化粧品衛生管理條例第24條第1項	其刊登或宣播之廣告內容與原核准廣告內容不符	03 28 2015 12:00AM	網路		未違規結案	
Synchroline蒙娜麗莎窈窕美體霜150ml	英寶萊國際有限公司/			化粧品衛生管理條例第24條第1項化粧品衛生管理條例第24條第2項	其刊登或宣播之廣告內容與原核准廣告內容不符	03 30 2015 12:00AM	網路		未違規結案	
伊賀本密絲黑髮凝露」	伊賀本生技企業股份有限公司/		10  5 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規	03 30 2015 12:00AM	網路	yahoo	未違規結案	
【伊賀本雄性禿組】養髮液 頭皮養髮水強健髮根 防止髮絲脫落 控油去屑洗髮 育髮增髮密髮	伊賀本生技企業股份有限公司/		10  5 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規	03 30 2015 12:00AM	網路	yahoo	未違規結案	
伊賀本濃眉奇蹟組	伊賀本生技企業股份有限公司/		10  5 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規	03 30 2015 12:00AM	網路	yahoo	未違規結案	
Ango玫瑰美人香氛按摩膏	億彥實業有限公司/		09  7 2015 12:00AM		廣告違規	03 27 2015 12:00AM	網路	http://www.web66.com.tw	輔導結案	
Kiehls 紫鳶青春肌活露	台灣萊雅股份有限公司/		07 17 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規	03 26 2015 12:00AM	網路	Kiehls 紫鳶青春肌活露	未違規結案	
代購澳洲萬用軟膏LUCAS' PAPAW Ointment木瓜霜 護唇膏 面交免運費	許淑真/		04 30 2015 12:00AM		廣告內容宣稱誇大療效	03 23 2015 12:00AM	網路	露天拍賣	輔導結案	
好物分享澳洲萬用軟膏～LUCAS' PAPAW Ointment【木瓜霜】	夏慧萍/		05  7 2015 12:00AM	化粧品衛生管理條例第24條第2項	傳播業者刊登或宣播未經核准之化粧品廣告	03 23 2015 12:00AM	網路	露天拍賣	未違規結案	
青春女神眼霜15ml	維納斯美顏生技有限公司 /		04 22 2015 12:00AM		無違規	03 30 2015 12:00AM	網路	維納斯美顏生技有限公司	未違規結案	
青春回復露30ml	維納斯美顏生技有限公司/		09 24 2015 12:00AM	化粧品衛生管理條例第24條第2項	廣告違規	03 30 2015 12:00AM	網路	維納斯美顏生技有限公司	未違規結案	
極緻濃縮海萃精華霜	康緹生物科技股份有限公司 /		04 14 2015 12:00AM		廣告內容宣稱誇大療效	03 30 2015 12:00AM	網路	康緹生物科技股份有限公司	輔導結案	
防曬乳霜	康緹生物科技股份有限公司/		05 18 2015 12:00AM		無違規	03 30 2015 12:00AM	網路	www.condier.com.tw	未違規結案	
韓國天然蝸牛淨白無痕眼霜	台灣一山國際有限公司/		04 21 2015 12:00AM		廣告違規	04  2 2015 12:00AM	網路	https://tw.mall.yahoo.com/item/p097335836624	輔導結案	
海洋舒緩面膜(VELVIZO韓國樂天百貨人氣商品）	台灣一山國際有限公司/		04 20 2015 12:00AM		廣告違規	04  2 2015 12:00AM	網路	https://tw.mall.yahoo.com/item/p097342682244	未違規結案	
西印度櫻桃化妝水	双丞實業有限公司/		05 29 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告內容虛偽誇大	04  7 2015 12:00AM	網路	双丞實業有限公司	未違規結案	
魚子日乳	双丞實業有限公司/		05 29 2015 12:00AM	化粧品衛生管理條例第24條第2項	未申請廣告核定表	04  7 2015 12:00AM	網路	双丞實業有限公司	未違規結案	
葛莉芙美E.G.F修護霜	翊錦企業有限公司/張寶樺		07 31 2015 12:00AM	化粧品衛生管理條例第24條第1項	其刊登或宣播之廣告內容與原核准廣告內容不符	04  7 2015 12:00AM	網路	葛莉芙美	未違規結案	
EVA綠之華乳霜	林○燕/		06  3 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告內容宣稱誇大	04  7 2015 12:00AM	網路	露天拍賣	未違規結案	
De Mon飛針亮白纖維面膜超值組（de mon極緻美白生物纖維面膜及多元胜肽緊緻抗皺精華）	東森蝶蒙股份有限公司/		04 13 2015 12:00AM	化粧品衛生管理條例第24條第2項	廣告違規	10 31 2014 12:00AM	網路	http://www.etmall.com.tw/Pages/ProductDetail.aspx?StoreID=3&CategoryID=40071&ProductSKU=5279969&PHRef=search_resulePRod_Img_7_pic#	未違規結案	
超好用！！美國O'keeffe's okeeffe foot cream 強效護腳霜（另有護手霜可供選購）	李史淑媛/		05  8 2015 12:00AM		廣告內容誇大不實	03 23 2015 12:00AM	網路	露天拍賣	輔導結案	
漢醫師, 超輕薄隱形面膜, 日本獨特技術羽絲絨, 漢方中藥美容配方, 獨特保濕, 亮白肌膚, 一包	陳靜芬/		05  6 2015 12:00AM		廣告違規	03 23 2015 12:00AM	網路	露天拍賣	輔導結案	
鑽采淨白微粒淨斑安瓶	愛茉莉太平洋股份有限公司/		07 30 2015 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	04  9 2015 12:00AM	網路	LANEIGE	相關案件已處分	
睡美人香氛水凝膜-淨亮保濕升級版	愛茉莉太平洋股份有限公司/		10  6 2015 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	04  9 2015 12:00AM	網路	LANEIGE	相關案件已處分	
脈沖光美白精華	台灣萊雅股份有限公司/		07  2 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規	11  3 2014 12:00AM	網路	臺灣蘭蔻官網	未違規結案	
鐳射光5X淨斑精華	台灣萊雅股份有限公司/		07  2 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規廣告違規	11  3 2014 12:00AM	網路	臺灣蘭蔻官網	未違規結案	
NATURE BODY麗白瞬間除毛後護理組	久新豐貿易有限公司/魏黃水汝				廣告違規	08 14 2014 12:00AM	網路	樂天市場	未違規結案	
舒特膚AD異膚敏修護滋養乳液	非廠商/陳冠瑜		04 21 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告內容誇大不實	11 10 2014 12:00AM	網路	PC HOME ONLINE商店街	未違規結案	
【CETAPHIL舒特膚 】舒特膚青春無痘控油保濕乳	非廠商/陳冠瑜		04 21 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告內容誇大不實	11 10 2014 12:00AM	網路	PC HOME ONLINE商店街	未違規結案	
骨鈣保養	商店街市集國際資訊股份有限公司/		03  2 2015 12:00AM	化粧品衛生管理條例第24條第2項	廣告內容宣稱誇大療效	11 10 2014 12:00AM	網路	PC HOME ONLINE商店街	未違規結案	
能量精油	富麗佳人企業股份有限公司/		03  2 2015 12:00AM	化粧品衛生管理條例第24條第2項	廣告內容宣稱誇大療效	11 10 2014 12:00AM	網路	PC HOME ONLINE商店街	未違規結案	
MIMI複方精油級身體細胞按摩舒壓排毒乳液	綿緜洋行/		02 17 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告內容誇大不實	11 10 2014 12:00AM	網路		未違規結案	
MI MI特效濃縮痘霜	綿緜洋行/		02 17 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告內容誇大不實	11 10 2014 12:00AM	網路		未違規結案	
娜詩蓓抗老專家眼霜	劉瑀瑄/		01 15 2015 12:00AM		廣告違規	11 10 2014 12:00AM	網路	PIXNET	輔導結案	
珂潤CUREL潤浸美白保濕精華	非廠商/陳冠瑜		04 21 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告內容誇大不實	11 10 2014 12:00AM	網路	PC HOME ONLINE商店街	未違規結案	
冷療原液	商店街市集國際資訊股份有限公司/		03  2 2015 12:00AM	化粧品衛生管理條例第24條第2項	廣告內容宣稱誇大療效	11 10 2014 12:00AM	網路	PC HOME ONLINE商店街	未違規結案	
韓國LJH麗緻韓 無油無慮潔顏皂	韓麗國際有限公司/許秀瓊		01  7 2015 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	11 12 2014 12:00AM	網路	PCHOME 24H購物	輔導結案	
Bliss concept美妝批發~熱爆!!!泰國品牌PASJEL紫色 私處嫩白霜10g	陳思翰/		04 12 2016 12:00AM	化粧品衛生管理條例第24條第2項	刊播未申請核准之廣告	10  2 2014 12:00AM	網路	奇摩拍賣網站	未違規結案	
DARPHIN深海基因緊提極緻賦活黑鑽能量安瓶	香港商群邑有限公司台灣分公司/	台北市	12 30 2015 12:00AM		廣告違規	10  1 2015 12:00AM	平面媒體	儂儂雜誌	相關案件已處分	
雅詩蘭黛 鑽石立體超緊緻精華乳霜、鑽石立體超緊緻塑型霜	香港商群邑有限公司/傳立/	台北市	01 27 2016 12:00AM	化粧品衛生管理條例第24條第2項	廣告違規	10  5 2015 12:00AM	平面媒體	BEAUTY美人誌	未違規結案	
雅詩蘭黛 白金級黑鑽松露雙活萃	美商雅詩蘭黛股份有限公司台灣分公司/	台北市	01 27 2016 12:00AM	化粧品衛生管理條例第24條第2項	廣告違規	10  5 2015 12:00AM	平面媒體	BEAUTY美人誌	未違規結案	
雅詩蘭黛 微分子肌底原生露、特潤超導修護露、Nrf2超智慧乳霜	香港商群邑有限公司/傳立/	台北市	01 27 2016 12:00AM	化粧品衛生管理條例第24條第2項	廣告違規	10  5 2015 12:00AM	平面媒體	BEAUTY美人誌	未違規結案	
Olay 新生高效緊緻護膚霜、新生肌源青春精華露、新生高效緊緻活膚露	星傳媒體/	台北市	03  8 2016 12:00AM	化粧品衛生管理條例第24條第2項	廣告違規	10  1 2015 12:00AM	平面媒體	ef東京衣芙	未違規結案	
香奈兒 奢華精萃賦活油、奢華精質全能賦活精萃、奢華精質賦活眼霜	香港商群邑有限公司台灣分公司/	台北市	10 30 2015 12:00AM		刊播未申請核准之廣告	10 30 2015 12:00AM	平面媒體		相關案件已處分	
ONCE 微導控油凝露	非廠商/徐0彬	台北市	02  2 2016 12:00AM		刊播未申請核准之廣告	11  8 2015 12:00AM	平面媒體	蘋果日報	相關案件已處分	
Papafresh 木瓜酵素潔顏粉	聯邦網通科技股份有限公司/沈麗娟	台北市	03 16 2016 12:00AM		廣告違規	11 11 2015 12:00AM	平面媒體	自由時報	輔導結案	
DARPHIN 百妍極緻舒芙蕾芳香精露	美商怡佳/	台北市	01 15 2016 12:00AM	化粧品衛生管理條例第24條第2項	廣告違規	11  1 2015 12:00AM	平面媒體	魅麗雜誌	未違規結案	
雅詩蘭黛 超智慧系列	香港商群邑有限公司台灣分公司/	台北市	01 27 2016 12:00AM	化粧品衛生管理條例第24條第2項	廣告違規	11 12 2015 12:00AM	平面媒體	蘋果日報	未違規結案	
雅詩蘭黛 超智慧系列	美商雅詩蘭黛股份有限公司/	台北市	01 27 2016 12:00AM	化粧品衛生管理條例第24條第2項	廣告違規	11 12 2015 12:00AM	平面媒體	自由時報	未違規結案	
雅詩蘭黛 白金級黑鑽松露雙導奇蹟眼霜、白金級黑鑽松露雙效奇蹟霜	MEC媒體庫/	台北市	01 27 2016 12:00AM	化粧品衛生管理條例第24條第2項	廣告違規	11  9 2015 12:00AM	平面媒體	商業周刊	未違規結案	
Dr's Formula 髮根強化洗髮精、晶極潤澤洗髮精、水律輕盈潤絲乳、控油抗屑洗髮精、恆采固色洗髮精	台塑生醫科技股份有限公司/王瑞瑜	台北市	04 12 2016 12:00AM		廣告違規	11 18 2015 12:00AM	平面媒體	自由時報	輔導結案	
FANCL 水營乳液、水盈肌底液、MCO速淨卸粧液	香港商無添加化粧品股份有限公司台灣分公司/	台北市	04 13 2016 12:00AM	化粧品衛生管理條例第24條第2項	廣告違規	11  5 2015 12:00AM	平面媒體	BEAUTY大美人	未違規結案	
雪花秀無瑕光感氣墊粉餅、透潤親膚妝前平衡乳	愛茉莉太平洋股份有限公司/金鳳煥	臺北市	01 18 2016 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	11 11 2015 12:00AM	平面媒體	ELLE TAIWAN她雜誌	相關案件已處分	
PAPAFRESH木瓜酵素洗潔粉	聯邦網通科技股份有限公司/	臺北市	03 15 2016 12:00AM		廣告違規	11 12 2015 12:00AM	平面媒體	自由時報	輔導結案	
ORIKS冰河活萃水凝霜	韓貿開發有限公司/	臺北市	12 21 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告內容宣稱誇大療效	09 15 2015 12:00AM	平面媒體	ELLE她雜誌國際中文版	未違規結案	
超未來立體緊緻精華	美商怡佳股份有限公司台灣分公司/	臺北市	12 22 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規	09 24 2015 12:00AM	平面媒體	美麗佳人國際中文版	未違規結案	
雪花秀潤燥精華等產品	愛茉莉太平洋股份有限公司/金鳳煥	臺北市	01 18 2016 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	11 13 2015 12:00AM	平面媒體	蘋果日報	相關案件已處分	
雪花秀完美絲絨氣墊粉霜等產品	愛茉莉太平洋股份有限公司/金鳳煥	臺北市	01 18 2016 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	11 13 2015 12:00AM	平面媒體	VOGUE時尚雜誌國際中文版	相關案件已處分	
3.5-DA彈力緊緻活萃精華、3.5-DA彈力緊緻活萃乳霜	新光三越百貨股份有限公司/吳東興	臺北市	12 23 2015 12:00AM	化粧品衛生管理條例第24條第1項	刊播未申請核准之廣告	10 30 2015 12:00AM	平面媒體	蘋果日報	未違規結案	
SISLEY極致夜間奇蹟再生精質霜等產品	香港商希思黎化妝品有限公司台灣分公司/龍姵妏	臺北市	12 30 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規	11 18 2015 12:00AM	平面媒體	哈潑時尚國際中文版	未違規結案	
雪花秀無瑕光感氣墊粉霜	愛茉莉太平洋股份有限公司/金鳳煥	臺北市	01 18 2016 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	11 18 2015 12:00AM	平面媒體	哈潑時尚國際中文版	相關案件已處分	
雪花秀滋陰生人蔘修護霜等產品	愛茉莉太平洋股份有限公司/金鳳煥	臺北市	01 18 2016 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	11 20 2015 12:00AM	平面媒體	自由時報	相關案件已處分	
妮維雅全系列商品	台灣妮維雅股份有限公司/	臺北市	12  8 2015 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	10 31 2015 12:00AM	平面媒體	屈臣氏週年慶DM	輔導結案	
SISLEY極致夜間奇蹟再生精質霜等產品	香港商希思黎化妝品有限公司台灣分公司/龍姵妏	臺北市	12 30 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規	11 24 2015 12:00AM	平面媒體	柯夢波丹國際中文版	未違規結案	
Nrf2超智慧眼霜	香港商群邑有限公司台灣分公司/余湘	臺北市	12 23 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規	11  5 2015 12:00AM	平面媒體	VOGUE時尚雜誌國際中文版	未違規結案	
Dr Neo逆時光肌水晶凝露	日立國際實業有限公司/		02 22 2016 12:00AM	化粧品衛生管理條例第24條第2項	廣告違規	07  3 2015 12:00AM	電視		未違規結案	
蘭芝鑽采 舒芙蕾水凝露	富邦媒體科技股份有限公司/		09 25 2015 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	07  3 2015 12:00AM	電視		相關案件已處分	
日本BSC全效精華液終極回饋組	冠品生物科技股份有限公司/		09 30 2015 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	06 11 2015 12:00AM	電視		相關案件已處分	
BSC上市慶功專案眼霜特惠組	冠品生物科技股份有限公司/諸葛?		09 30 2015 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	08  6 2015 12:00AM	電視	萬象有線電視股份有限公司	相關案件已處分	
Dr.Eris不老蜂萃奇蹟逆齡組	非廠商/林若芯		09  2 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告內容誇大	04 13 2015 12:00AM	電視		未違規結案	
