分類,標題,內容,附檔連結,發布日期
"食品","聽說豆芽菜會摻入有毒的保險粉，這是真的嗎？","解答： 聽說豆芽菜會摻入有毒的低亞硫酸鈉，俗稱「保險粉」，這是真的嗎？ (1) 低亞硫酸鈉(sodium dithionite, Na2S2O4)，俗稱「保險粉」，能阻止葡萄糖-甘胺酸形成褐變，達到漂白的效果，使豆芽菜不易腐敗，賣相與儲存時間皆提高。 (2) 食用後，會有部分游離態的亞硫酸鹽氧化後變成硫酸鹽，再經由尿液排出體外，不會蓄積在人體內，若食用含有超量亞硫酸鹽的食物，部分具過敏體質的人，可能會有哮喘與呼吸困難等症狀。根據聯合國糧農組織與世界衛生組織(FAO&WHO)的規定，亞硫酸鹽可允許之每日容許攝取量為0.7 mg/kg，以一個體重60公斤的成人計算，其每日容許攝取量為42 mg。 (3) 依據「食品添加物使用範圍及限量暨規格標準」規定，低亞硫酸鈉屬於食品添加物中的第三類抗氧化劑及第四類漂白劑，主要用於金針乾、杏乾、白葡萄乾等脫水食品上，不得用於生鮮蔬果、芽菜類等，違法使用者可依法處行政罰鍰。 (4) 一般生鮮未漂白的豆芽菜呈黃色或棕色，而漂白過的豆芽菜，色澤光亮，更具賣相。在選購豆芽菜時，應避免購買外觀過白、且聞起來有異味的豆芽菜，如果仍不放心，建議食用前用清水浸泡，多次換水，烹煮時將鍋蓋打開，幫助殘餘物質揮發。 參考資料： 食品添加物使用範圍及限量暨規格標準 http://consumer.fda.gov.tw/Law/FoodAdditivesList.aspx?nodeID=521# 台灣食品科學技術學會 http://www.food.org.tw/TW/QADetail.aspx?PI=T6877gRzp9I%3d&QAID=BAeTuxJkuhk%3d&Keyword=0AVzEsrdB2A%3d&QAType=T6877gRzp9I%3d","","05 26 2017"
"食品","聽說冷飯比熱飯的熱量低，這是真的嗎？","解答： 聽說同樣的米飯，冷飯比熱飯的熱量還低，這是真的嗎？ (1) 米飯在加熱後冷卻的過程中，會提升抗性澱粉(Resistant starch, RS)的含量。抗性澱粉是一種不被小腸澱粉分解酵素作用的澱粉，其進入大腸後，會被腸內菌叢發酵成短鏈脂肪酸，其功能類似膳食纖維。因人體無法消化抗性澱粉，雖具飽足感，但是沒有熱量，因此從冷飯所攝取的熱量確實比熱飯少。 (2) 抗性澱粉可分為4類： A. 第一類RS1：為澱粉消化酵素無法接近的澱粉，存在於榖類、種子及豆類等未加工食物中，其澱粉質被包埋於食物基質中，受到蛋白質成份之遮蔽，使澱粉酵素無法作用。 B. 第二類RS2：為具抗性的天然澱粉顆粒(含未糊化之澱粉粒)，存在於生馬鈴薯、青香蕉、高直鏈玉米澱粉中。 C. 第三類RS3：為回凝澱粉，存在煮熟後放冷之米飯、麵包等的老化澱粉中。 D. 第四類RS4：為經化學修飾或熱處理的澱粉產品。 參考資料： 台灣食品科學技術學會 http://www.food.org.tw/TW/QADetail.aspx?PI=T6877gRzp9I%3d&QAID=gDCgmkrOy5g%3d&Keyword=UB3SVIWBC5k%3d&QAType=T6877gRzp9I%3d","","05 31 2017"
"化粧品","網路流傳面膜具有拉提效果，這是真的嗎？","1.依據衛生福利部105年9月6日部授食字第1051607584號公告「化粧品得宣稱詞句例示及不適當宣稱詞句例示」化粧品不可能達到整型外科之效果，且不得涉及藥物效能，依據該公告規定，除彩粧產品造成之視覺效果外，化粧品宣稱「拉提」為不適當詞句。 2.食藥署提醒消費者選購化粧品時不要相信誇大不實或具有醫療效能之宣稱，才不會瘦了荷包又無法達到預期效果。","","06 12 2017"
"食品","泡麵含有很多防腐劑，這是真的嗎？","解答： 聽說泡麵含有很多防腐劑，所以才能長期存放，這是真的嗎？ (1) 根據食品藥物管理署對食品添加物的規定，泡麵麵體不能添加防腐劑。 (2) 大多數的泡麵會先蒸煮再油炸，其中蒸煮及油炸都能達到殺菌的效果，而高溫油炸會使泡麵脫水，大幅減少泡麵麵體的水分含量，使殘存的或外來的微生物都無法繁殖，藉此降低腐敗劣變的情形發生，而達到延長保存期限的目的。 (3) 食藥署提醒，泡麵多屬高油、高鹽的重口味，建議自行加入青菜、雞蛋等食材，補充泡麵所缺乏的營養素，並且減少醬料、油包的用量，以減少身體的負擔。 參考資料： 食品添加物使用範圍及限量暨規格標準 http://consumer.fda.gov.tw/Law/FoodAdditivesList.aspx?nodeID=521# 台灣食品科學技術學會 http://www.food.org.tw/TW/QADetail.aspx?PI=T6877gRzp9I%3d&QAID=FOdlGuZck2M%3d&Keyword=lHACsYCmQeE%3d&QAType=T6877gRzp9I%3d","","06 15 2017"
"食品","喝馬鈴薯水可以使白髮變黑，這是真的嗎？","解答： 有人說喝馬鈴薯水可以使白髮變黑，這是真的嗎？ (1) 由於國人健康意識的提升，對於食品保健相關議題更加重視，所以有關食療的傳言也越來越多，但多數是誇大或未經證實的內容，常常引起許多民眾的恐慌。關於坊間流傳「喝馬鈴薯水使白髮變黑」的訊息，內容沒有相關的資訊來源，而且也沒有相關科學論述依據，對於這種沒有根據的傳言，應該抱持小心謹慎的態度，不要隨便輕易相信。 (2) 食藥署提醒民眾如有頭髮問題應尋求專業醫師協助，網路傳言別輕易嘗試，以免護髮不成，造成傷害。","","03 16 2017"
"食品","網路流傳蓮花產品可以抗癌，這是真的嗎？","解答： 網路流傳蓮花專門克制癌細胞，可以讓腫瘤細胞變良性，有效對抗癌症，這是真的嗎？ (1) 由於國人健康意識的提升，對於食品保健相關議題更加重視，所以有關食品問題的傳言也越來越多，但多數是誇大或未經證實的內容，常常引起許多民眾的恐慌。關於坊間流傳「蓮花可使腫瘤變良性而抗癌」的訊息，內容沒有相關的資訊來源，而且也沒有相關科學論述依據，對於這種沒有根據的傳言，應該抱持小心謹慎的態度，不要隨便輕易相信。 (2) 食藥署提醒，民眾應該保持均衡飲食，養成健康的生活習慣，適當運動並維持理想體重，建立正確的營養攝取觀念，才能維持身體健康。如有身體不適，應適時就醫並遵醫囑治療，勿聽信偏方而延誤就醫時機。","","03 27 2017"
"食品","聽說米粉、潤餅添加吊白塊，常吃會中毒，這是真的嗎？","解答： 聽說米粉、粉絲、潤餅等食品中添加吊白塊，常吃會中毒，這是真的嗎？ (1) 甲醛次硫酸氫鈉(Sodium hydroxymethanesulfinate, CH3NaO3S)俗稱「吊白塊」，是甲醛與亞硫酸氫鈉形成的化合物，具有漂白及防腐作用，禁止使用於食品中。 (2) 吊白塊使用後會有甲醛及亞硫酸鹽殘留在食品中，食用後可能會引起腸胃不適、噁心、嘔吐、並刺激呼吸道及眼結膜，造成過敏和氣喘等。 (3) 食藥署將持續落實稽查抽驗，確保食品原料及其加工製品的安全與品質，同時提醒民眾購買及食用前，仔細閱讀包裝上的食品標示，注意有效日期、內容物成分、營養標示、廠商資訊等重要資訊。 參考資料： 食品添加物使用範圍及限量暨規格標準 http://consumer.fda.gov.tw/Law/FoodAdditivesList.aspx?nodeID=521# 台灣食品科學技術學會 http://www.food.org.tw/TW/QADetail.aspx?PI=T6877gRzp9I%3d&QAID=g2Hz7MHkQpM%3d&Keyword=uPOye1jE6J8%3d&QAType=T6877gRzp9I%3d","","03 31 2017"
"食品","顏色越深的味噌，越有可能產生毒素，這是真的嗎？","解答： 聽說顏色越深的味噌，很可能變質而產生毒素，這是真的嗎？ (1) 味噌的製作是以黃豆為主，再加上鹽及不同的種麴發酵而成，如米麴製成的米味噌、麥麴製成的麥味噌等，也能加入不同配料而形成不同口味，如鰹魚味噌。 (2) 顏色較深色的味噌，主要是因為黃豆成分中含有鐵質，在與氧氣接觸後，形成暗棕色的氧化鐵，隨時間越久形成的氧化鐵越多，使顏色越深、味道更濃，對人體並無害處。熟成期的長短也會影響產品的顏色，如赤味噌熟成期長達三個月以上，呈暗棕色，味道較濃郁。 (3) 味噌含有豐富的鐵、鉀、磷、硫等礦物質成分，也富含大豆異黃酮、維生素E、異黃酮素(Daidzein)、皂素(Sapponin)。食藥署提醒，因為味噌所含的鹽份及蛋白質較高，若罹患高血壓、痛風、腎臟病患者則需限量食用。 參考資料： 台灣食品科學技術學會 http://www.food.org.tw/TW/QADetail.aspx?PI=T6877gRzp9I%3d&QAID=Oa4lOxAgM%2bk%3d&Keyword=OAP8vwYBVyU%3d&QAType=T6877gRzp9I%3d 康健雜誌 http://www.commonhealth.com.tw/article/article.action?nid=69897","","04 6 2017"
"食品","聽說吃雞肉或鴨肉很容易得到禽流感，這是真的嗎？","解答： 聽說常常吃雞肉、鴨肉或鵝肉，很容易得到禽流感，這是真的嗎？ (1) 禽流感是一種發生於家禽間的疾病，藉由病毒傳播。禽流感病毒有許多亞型及變種，目前除了高致病性的A型H5N1以及低致病性的A型H7N9可能感染人類外，大部分的禽流感病毒並不會感染人類。 (2) 目前主要的感染個案皆是曾經直接或間接接觸受感染的活禽、死禽或其排泄物而致病，因此養殖場人員或屠宰人員等，必須做好防護及清潔消毒程序，而一般民眾則盡量避免前往禽流感的疫區。 (3) 世界衛生組織(WHO)建議，生肉與熟食應分開處理或保存，避免交叉污染；勤洗手，特別是處理生肉及生雞蛋後，應加強手部清潔；確實煮熟肉類及蛋品；不吃生禽及生蛋製品。民眾只要秉持上述原則，是不會有感染禽流感病毒的危險。 參考資料： WHO Avian Influenza, March 2014 http://www.who.int/mediacentre/factsheets/avian_influenza/en/ WHO Fact Sheet on Avian Influenza, November 2005 http://www.who.int/foodsafety/fs_management/No_07_AI_Nov05_en.pdf 台灣食品科學技術學會 http://www.food.org.tw/TW/QADetail.aspx?PI=T6877gRzp9I%3d&QAID=gDCgmkrOy5g%3d&Keyword=1SvAmzZaDjo%3d&QAType=T6877gRzp9I%3d","","04 10 2017"
"食品","市售鮮奶是否含有大量磺胺劑呢？","解答： 網路流傳市面上販售的鮮奶都含有大量磺胺劑，這是真的嗎？ (1) 乳牛可能會有細菌經過泌乳孔道入侵到乳腺，造成乳腺發炎，導致乳牛乳房紅腫、牛隻食慾不振、發燒、精神抑鬱、產乳量明顯下降。磺胺劑為酪農治療牛隻乳房炎的常用藥劑，必須遵照用藥規定使用，磺胺劑種類包括磺胺嘧碇(sulfadiazine)、磺胺氨苯(sulfanilamide)、磺胺奎林(sulfaquinoxaline)等10種。 (2) 各乳品廠於收購生乳時，均會依據「動物用藥殘留標準」規定，牛乳中磺胺劑 (sulfadrugs)的殘留標準容許量不得超過0.1 ppm，若發現酪農的生乳殘留超量的磺胺劑，則該批生乳一律不予收購並廢棄。此外，生乳中若含有磺胺劑等抗生素，亦不得用於培養優酪乳等含活菌之發酵乳製品。 (3) 食藥署提醒民眾在選購牛乳時，應注意包裝完整、清潔、密封完全、標示清楚，標示包括：內容物容量、成分(包括使用原料、乳脂率、乳固形分等)、殺菌處理方式、製造日期及有效使用日期、生產廠商及廠址、工廠登記證字號等，並存放在0~7℃適當冷藏的環境。 參考資料： 行政院農業委員會農產品食安專區 http://www.coa.gov.tw/faq/faq_view.php?id=56 董氏基金會”奶類選購小常識” http://nutri.jtf.org.tw/index.php?idd=1&aid=20&bid=75&cid=193 台灣食品科學技術學會 http://www.food.org.tw/TW/QADetail.aspx?PI=T6877gRzp9I%3d&QAID=UjD6dravMjY%3d&Keyword=Z2rTL6RM2As%3d&QAType=T6877gRzp9I%3d","","04 13 2017"
"食品","茶葉煮蛋會有化合物與鐵結合，產生有毒物質，形成灰綠色區塊，這是真的嗎？","解答： 聽說用茶葉煮蛋會有化合物與鐵結合，產生有毒物質，形成灰綠色區塊，這是真的嗎？ (1) 白煮蛋或茶葉蛋煮久後，在蛋黃和蛋白交界處可能會出現深黃綠色物質，成分以硫化鐵為主，屬於正常現象，不會影響食蛋的安全。一般而言茶葉蛋中的硫化鐵含量不致於太高，因此不會產生毒性問題。 (2) 由於雞蛋較一般的魚肉類含有較多的含硫胺基酸，加上熬煮的時間較長、滷汁中的含氧量低、雞蛋中的鐵離子含量高，或是雞蛋較不新鮮等因素，都可能會促進硫化氫的產生，而硫化氫與鐵作用後會產生硫化鐵，即為蛋黃蛋白交界處之灰綠色物質。 (3) 食藥署提醒，選購品質優良的雞蛋，並注意檢視外觀，避免買到臭蛋、發黴蛋、裂紋蛋、散黃蛋或粘殼蛋，購買回家妥適儲存並儘快食用，食用前應澈底加熱煮熟。 參考資料： 行政院農業委員會農產品食安服務專區 http://www.coa.gov.tw/faq/faq_list.php 衛福部健康九九網 http://health99.hpa.gov.tw/Article/HealthKnowledgeList.aspx?p=17 張勝善(1999)。《蛋品加工學》。華香園出版社，台北市。 張為憲(2003)。《高等食品化學》。華香園出版社，台北市。 台灣食品科學技術學會 http://www.food.org.tw/TW/QADetail.aspx?PI=T6877gRzp9I%3d&QAID=EqN9qNHkWa0%3d&Keyword=M7QpAAUcDkc%3d&QAType=T6877gRzp9I%3d","","04 17 2017"
